"Country","City/Town","Address/Location","Latitude","Longitude","Coordinates","Location Type","ID #","Incident Reporting Date","Incident Start Date","Incident End Date","Trafficking Type","Trafficking Sub-Type","Recruitment Method","Control Method","Transportation Method","Trafficker Nationality","Trafficker Gender","Trafficker Age","Victim Nationality","Victim Gender","Victim Age","Incident Summary","URL Source Article","Info Source","BoI Name","BOI Type","BoI Location","BoI Open Hours","Data Provider","Data Source"
"United States","","","","","27.94752,-82.45843","Reference","601dfbb153e3b618df956cf5","","","","Child Trafficking","Accommodation/Hotel/Motel","","Minor","TRUCK","","","","","","","","https://www.wcax.com/2021/02/04/officials-urge-heightened-human-trafficking-awareness-during-super-bowl/","Internet/URL","","","","","","tah"
"United States","","","","","44.00034,-72.74983","Arrest","601dfbb153e3b618df956cf5","","","","Child Trafficking","Accommodation/Hotel/Motel","","Minor","TRUCK","","","","","","","","https://www.wcax.com/2021/02/04/officials-urge-heightened-human-trafficking-awareness-during-super-bowl/","Internet/URL","","","","","","tah"
"United States","","","","","28.75054,-82.5001","Unknown","601dfbb153e3b618df956cf5","","","","Child Trafficking","Accommodation/Hotel/Motel","","Minor","TRUCK","","","","","","","","https://www.wcax.com/2021/02/04/officials-urge-heightened-human-trafficking-awareness-during-super-bowl/","Internet/URL","","","","","","tah"
"United States","","","","","40.25034,-83.00018","Rescued","601dfbb153e3b618df956cfb","","","","Child Trafficking","","","Minor","","","","","","","","","https://www.wtrf.com/belmont-county/odot-is-now-part-of-governor-dewines-human-trafficking-task-force/","Internet/URL","","","","","","tah"
"United States","","","","","39.25024,-111.75103","Target","601dfbb153e3b618df956cfd","","","","Child Trafficking","Illicit Activities","","Forced","","","","","","","","","https://www.brproud.com/news/signs-of-human-trafficking-to-watch-for-that-could-save-a-life/","Internet/URL","","","","","","tah"
"United States","","","","","32.75041,-89.75036","Source","601dfbb153e3b618df956cff","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.hubcityspokes.com/education-southern-miss-most-recent/usm-grad-speak-about-human-trafficking-zoom-presentation-feb-4","Internet/URL","","","","","","tah"
"United States","","","","","27.90623,-82.34692","Arrest","601dfbb153e3b618df956d03","","","","Child Trafficking","Sexual Servitude","","Minor","AIRPORT","","","","","","","","https://msmagazine.com/2021/02/04/super-bowl-pope-nfl-fbi-stop-human-trafficking-sex/","Internet/URL","","","","","","tah"
"United States","","","","","27.94752,-82.45843","Arrest","601dfbb153e3b618df956d03","","","","Child Trafficking","Sexual Servitude","","Minor","AIRPORT","","","","","","","","https://msmagazine.com/2021/02/04/super-bowl-pope-nfl-fbi-stop-human-trafficking-sex/","Internet/URL","","","","","","tah"
"United States","","","","","28.75054,-82.5001","Arrest","601dfbb153e3b618df956d03","","","","Child Trafficking","Sexual Servitude","","Minor","AIRPORT","","","","","","","","https://msmagazine.com/2021/02/04/super-bowl-pope-nfl-fbi-stop-human-trafficking-sex/","Internet/URL","","","","","","tah"
"United States","","","","","37.25022,-119.75126","Reference","601dfbb153e3b618df956d03","","","","Child Trafficking","Sexual Servitude","","Minor","AIRPORT","","","","","","","","https://msmagazine.com/2021/02/04/super-bowl-pope-nfl-fbi-stop-human-trafficking-sex/","Internet/URL","","","","","","tah"
"Canada","","","","","44.16682,-77.38277","Unknown","601dfbb153e3b618df956d04","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://globalnews.ca/news/7619871/ottawa-human-trafficking-charges/","Internet/URL","","","","","","tah"
"United States","","","","","39.76,-98.5","Unknown","601dfbb153e3b618df956d04","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://globalnews.ca/news/7619871/ottawa-human-trafficking-charges/","Internet/URL","","","","","","tah"
"Canada","","","","","45.41858,-75.69717","Arrest","601dfbb153e3b618df956d04","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://globalnews.ca/news/7619871/ottawa-human-trafficking-charges/","Internet/URL","","","","","","tah"
"Canada","","","","","45.01809,-74.72815","Trafficker_Origin_Nationality","601dfbb153e3b618df956d04","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://globalnews.ca/news/7619871/ottawa-human-trafficking-charges/","Internet/URL","","","","","","tah"
"Jamaica","","","","","17.96667,-76.8","Unknown","601dfbb153e3b618df956d04","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://globalnews.ca/news/7619871/ottawa-human-trafficking-charges/","Internet/URL","","","","","","tah"
"Canada","","","","","53.99983,-125.0032","Unknown","601dfbb153e3b618df956d06","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","CAR","","","","","","","","https://www.texomashomepage.com/news/local-news/affidavit-reveals-patterson-auto-group-presidents-role-in-human-trafficking-alleged-sexual-acts-with-children/","Internet/URL","","","","","","tah"
"Canada","","","","","50.23395,-119.3463","Unknown","601dfbb153e3b618df956d06","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","CAR","","","","","","","","https://www.texomashomepage.com/news/local-news/affidavit-reveals-patterson-auto-group-presidents-role-in-human-trafficking-alleged-sexual-acts-with-children/","Internet/URL","","","","","","tah"
"United States","","","","","44.25029,-85.50033","Source","601dfbb153e3b618df956d07","","","","Child Trafficking","Illicit Activities","","Restricts Access to/Manipulates Children","","","","","","","","","https://www.theoaklandpress.com/news/oakland-county-establishes-human-trafficking-task-force-with-michigan-cases-among-highest-in-nation/article_3df83122-66ff-11eb-ac73-2bd50c2147a2.html","Internet/URL","","","","","","tah"
"United States","","","","","42.66041,-83.3858","Arrest","601dfbb153e3b618df956d07","","","","Child Trafficking","Illicit Activities","","Restricts Access to/Manipulates Children","","","","","","","","","https://www.theoaklandpress.com/news/oakland-county-establishes-human-trafficking-task-force-with-michigan-cases-among-highest-in-nation/article_3df83122-66ff-11eb-ac73-2bd50c2147a2.html","Internet/URL","","","","","","tah"
"United States","","","","","40.16706,-74.49987","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"United States","","","","","40.95977,-74.07441","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"United States","","","","","44.10369,-69.10893","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"United States","","","","","40.68149,-73.83652","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"United States","","","","","43.00035,-75.4999","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"United States","","","","","40.8976,-74.01597","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"United States","","","","","40.90399,-74.11848","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"United States","","","","","40.85677,-74.12848","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"United States","","","","","40.5726,-74.49265","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"Mexico","","","","","19.01956,-98.14999","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"United States","","","","","40.88232,-74.0832","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"Mexico","","","","","19.86895,-98.15504","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"United States","","","","","43.08534,-77.94223","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"United States","","","","","42.25286,-73.79096","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"United States","","","","","28.75054,-82.5001","Unknown","601dfbb153e3b618df956d0a","","","","Forced Criminality","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","https://www.northjersey.com/story/news/bergen/2021/02/04/bergen-county-nj-human-trafficking-ring-alleged-prosecutor/4390543001/","Internet/URL","","","","","","tah"
"United States","","","","","46.25024,-94.25055","Unknown","601dfbb153e3b618df956d0c","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://nurse.org/articles/how-nurses-help-human-trafficking-victims/","Internet/URL","","","","","","tah"
"United States","","","","","27.90623,-82.34692","Arrest","601dfbb153e3b618df956d0d","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://floridapolitics.com/archives/401219-hillsborough-county-commission-on-human-trafficking-meets-ahead-of-super-bowl-lv","Internet/URL","","","","","","tah"
"United States","","","","","27.94752,-82.45843","Source","601dfbb153e3b618df956d0d","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://floridapolitics.com/archives/401219-hillsborough-county-commission-on-human-trafficking-meets-ahead-of-super-bowl-lv","Internet/URL","","","","","","tah"
"United States","","","","","39.00027,-105.50083","Source","601dfbb153e3b618df956d0f","","","","Child Trafficking","","","Minor","TRUCK","","","","","","","","https://www.kxnet.com/news/local-news/organization-teaches-truck-drivers-how-to-identify-and-report-signs-of-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","34.19801,-118.26102","Unknown","601dfbb153e3b618df956d10","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://abc7.com/human-trafficking-arrests-investigation-lapd/10315230","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Unknown","601dfbb153e3b618df956d10","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://abc7.com/human-trafficking-arrests-investigation-lapd/10315230","Internet/URL","","","","","","tah"
"United States","","","","","37.25022,-119.75126","Unknown","601dfbb153e3b618df956d10","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://abc7.com/human-trafficking-arrests-investigation-lapd/10315230","Internet/URL","","","","","","tah"
"United States","","","","","38.20042,-84.87762","Source","601dfbb153e3b618df956d11","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.graysonrecord.com/content/educate-combat-human-trafficking","Internet/URL","","","","","","tah"
"Mexico","","","","","27.33032,-99.59479","Unknown","601dfbb153e3b618df956d11","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.graysonrecord.com/content/educate-combat-human-trafficking","Internet/URL","","","","","","tah"
"United States","","","","","27.94752,-82.45843","Unknown","601dfbb153e3b618df956d12","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.winknews.com/2021/02/04/state-works-to-fight-human-traffickers-drawn-to-super-bowl-rescue-victims/","Internet/URL","","","","","","tah"
"United States","","","","","28.75054,-82.5001","Arrest","601dfbb153e3b618df956d12","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.winknews.com/2021/02/04/state-works-to-fight-human-traffickers-drawn-to-super-bowl-rescue-victims/","Internet/URL","","","","","","tah"
"United States","","","","","41.66394,-83.55521","Unknown","601dfbb153e3b618df956d12","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.winknews.com/2021/02/04/state-works-to-fight-human-traffickers-drawn-to-super-bowl-rescue-victims/","Internet/URL","","","","","","tah"
"United States","","","","","31.25044,-99.25061","Arrest","601dfbb153e3b618df956d14","","","","Sexual Exploitation","Servitude","","Forced","","","","","","","","","https://www.kbtx.com/2021/02/04/local-nonprofits-focusing-on-human-trafficking-domestic-violence-ahead-of-super-bowl-weekend/","Internet/URL","","","","","","tah"
"United States","","","","","39.25021,-116.75119","Unknown","601dfbb153e3b618df956d16","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://ktla.com/news/local-news/450-people-arrested-39-victims-rescued-during-statewide-anti-human-trafficking-operation-l-a-officials/","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Arrest","601dfbb153e3b618df956d16","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://ktla.com/news/local-news/450-people-arrested-39-victims-rescued-during-statewide-anti-human-trafficking-operation-l-a-officials/","Internet/URL","","","","","","tah"
"United States","","","","","38.58157,-121.4944","Unknown","601dfbb153e3b618df956d16","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://ktla.com/news/local-news/450-people-arrested-39-victims-rescued-during-statewide-anti-human-trafficking-operation-l-a-officials/","Internet/URL","","","","","","tah"
"United States","","","","","37.25022,-119.75126","Target","601dfbb153e3b618df956d16","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://ktla.com/news/local-news/450-people-arrested-39-victims-rescued-during-statewide-anti-human-trafficking-operation-l-a-officials/","Internet/URL","","","","","","tah"
"United States","","","","","34.19801,-118.26102","Unknown","601f3c66d41f0cfe57e2e78c","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://abc7.com/human-trafficking-investigation-nets-145-arrests-in-la-county/10315230/","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Unknown","601f3c66d41f0cfe57e2e78c","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://abc7.com/human-trafficking-investigation-nets-145-arrests-in-la-county/10315230/","Internet/URL","","","","","","tah"
"United States","","","","","37.25022,-119.75126","Unknown","601f3c66d41f0cfe57e2e78c","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://abc7.com/human-trafficking-investigation-nets-145-arrests-in-la-county/10315230/","Internet/URL","","","","","","tah"
"United States","","","","","34.19801,-118.26102","Unknown","601f3c66d41f0cfe57e2e78d","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.nbclosangeles.com/news/local/human-trafficking-investigation-nets-145-arrests-in-la-county/2519465/","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Unknown","601f3c66d41f0cfe57e2e78d","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.nbclosangeles.com/news/local/human-trafficking-investigation-nets-145-arrests-in-la-county/2519465/","Internet/URL","","","","","","tah"
"United States","","","","","37.25022,-119.75126","Unknown","601f3c66d41f0cfe57e2e78d","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.nbclosangeles.com/news/local/human-trafficking-investigation-nets-145-arrests-in-la-county/2519465/","Internet/URL","","","","","","tah"
"Germany","","","","","51.5,10.5","Target","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"Ireland","","","","","53,-8","Target","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"United Kingdom","","","","","54.75844,-2.69531","Unknown","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"Canada","","","","","60.10867,-113.64258","Unknown","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"Nigeria","","","","","10,8","Unknown","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"United States","","","","","34.00043,-81.00009","Source","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"United States","","","","","40.16706,-74.49987","Target","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"United States","","","","","43.00035,-75.4999","Unknown","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"Russia","","","","","60,100","Target","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"United States","","","","","37.34498,-80.58265","Unknown","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"United States","","","","","37.21034,-81.33677","Unknown","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"United States","","","","","31.54933,-97.14667","Arrest","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"United States","","","","","38.84622,-77.30637","Unknown","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"United States","","","","","39.00039,-76.74997","Source","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"United States","","","","","36.74773,-119.77237","Arrest","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"United States","","","","","39.73915,-104.9847","Unknown","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"United States","","","","","47.50012,-120.50147","Unknown","601f3c66d41f0cfe57e2e78e","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","AIRPORT","","","","","","","","https://www.washingtonpost.com/local/public-safety/coronavirus-lockdown-child-exploitation/2021/02/04/90add6a6-462a-11eb-a277-49a6d1f9dff1_story.html","Internet/URL","","","","","","tah"
"United States","","","","","34.19801,-118.26102","Arrest","601f3c66d41f0cfe57e2e790","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.foxla.com/news/145-arrests-made-in-la-county-during-human-trafficking-investigation","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Arrest","601f3c66d41f0cfe57e2e790","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.foxla.com/news/145-arrests-made-in-la-county-during-human-trafficking-investigation","Internet/URL","","","","","","tah"
"United States","","","","","37.25022,-119.75126","Unknown","601f3c66d41f0cfe57e2e790","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.foxla.com/news/145-arrests-made-in-la-county-during-human-trafficking-investigation","Internet/URL","","","","","","tah"
"Costa Rica","","","","","10.86667,-84.66667","Unknown","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Ecuador","","","","","-1.25,-78.25","Unknown","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Peru","","","","","-10,-75.25","Unknown","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Costa Rica","","","","","10.85,-85.16667","Arrest","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"United States","","","","","39.76,-98.5","Unknown","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Yemen","","","","","15.5,47.5","Unknown","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Costa Rica","","","","","11.04891,-85.37197","Unknown","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Cuba","","","","","22,-79.5","Source","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Guatemala","","","","","15.5,-90.25","Unknown","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Haiti","","","","","19.07582,-72.29616","Transit","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Costa Rica","","","","","10.89379,-85.69679","Unknown","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Dominican Republic","","","","","18.06872,-71.10409","Unknown","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Dominican Republic","","","","","19.1571,-70.45228","Unknown","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Dominican Republic","","","","","19.79368,-70.70743","Unknown","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Costa Rica","","","","","11,-85.58333","Unknown","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
"Nicaragua","","","","","13,-85","Target","601f3c66d41f0cfe57e2e791","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.insightcrime.org/news/analysis/human-smuggling-costa-rica-nicaragua/","Internet/URL","","","","","","tah"
